MIDAS,Lake,Towns,Flushes_p_yr,Trop_Cat,Dam,Major_Drainage,Sub_Drainage,HUC10_Name,HUC10_Code,USGS_Quad24,County,UTM_X,UTM_Y,Latitude,Longitude,WQ_Statement,Invasives,Fishery,Area_sq_m,Perim_km,D_Mean_m,D_Max_m,Volume_m3,DDrain_ha,TDrain_ha,Elev_m
4244,Messer Pond,T5 R8 WELS,1.67,MESO,no dam,PENOBSCOT,MIDDLE E. BR. PENOBSCOT,East Branch Penobscot River (2),102000203,The Traveler,Penobscot,517276,5099351,46.04751346,-68.77669665,n/a,None known,Remote,105218.27,0.16,NA,4,321003,76,90.65,206.3
4245,Kimball Pond,T5 R8 WELS,7.1000000000000005,MESO,no dam,PENOBSCOT,MIDDLE E. BR. PENOBSCOT,East Branch Penobscot River (2),102000203,Bowlin Brook,Penobscot,519401,5105141,46.09956677,-68.74900119,n/a,None known,Coldwater,198295.96,0.42,4,8.5,710899,817,888.37,213.4
4250,Atwood Pond,T5 R8 WELS,0.84,NA,NA,PENOBSCOT,MIDDLE E. BR. PENOBSCOT,East Branch Penobscot River (2),102000203,The Traveler,Penobscot,517899,5105734,46.10494452,-68.7683986,n/a,None known,n/a,157827.4,0.19,NA,NA,600005,70,98.42,224.3
4252,Hay Pond,T6 R8 WELS,2.26,MESO,surface increased <50%,PENOBSCOT,SEBOEIS RIVER,Seboeis River,102000204,Trout Brook Mtn,Penobscot,519218,5112678,46.16740817,-68.75105293,n/a,None known,Coldwater,481575.91,0.43,2.7,7.3,1243606,481,492.1,194.8
4253,unnamed pond,Greenbush,1.3,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (3) at Orson Island,102000506,Olamon,Penobscot,532106,4989410,45.05742096,-68.59222886,n/a,None known,n/a,44515.42,0.08,NA,NA,133201,29,NA,54.9
4254,Billfish Pond,"T6 R7 WELS, Trout Brook Twp",0.64,OLIGO,no dam,PENOBSCOT,MIDDLE E. BR. PENOBSCOT,East Branch Penobscot River (2),102000203,Trout Brook Mtn,Piscataquis,513698,5109156,46.13584064,-68.82266638,n/a,None known,Coldwater,263045.67,0.34,7.3,25.6,1980942,235,220.15,282.2
4255,Otter Chain Pond #1,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,529640,4976409,44.9404992,-68.62432263,n/a,None known,n/a,40468.56,NA,NA,NA,NA,NA,NA,28.3
4256,Otter Chain Pond #2,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,529774,4976553,44.94178722,-68.62261818,n/a,None known,n/a,16187.43,NA,NA,NA,NA,NA,NA,28.7
4257,Otter Chain Pond #3,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,529985,4977028,44.946053,-68.61990853,n/a,None known,n/a,20234.28,NA,NA,NA,NA,NA,NA,29.3
4258,Mountain Catcher Pond,"T6 R8 WELS, Trout Brook Twp",4.37,MESO,surface increased <50%,PENOBSCOT,MIDDLE E. BR. PENOBSCOT,Grand Lake Matagamon,102000202,Trout Brook Mtn,Penobscot,514051,5116374,46.20079369,-68.8178807,n/a,None known,Remote,327795.37,0.32,3,4.9,936853,487,657.86,203
4259,Otter Chain Pond #4,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,530788,4976852,44.94443208,-68.60973601,n/a,None known,n/a,44515.42,NA,NA,NA,NA,NA,NA,30.2
4260,First Matagamon Lakes,"T6 R8 WELS, Trout Brook Twp",2.96,MESO,surface increased <50%,PENOBSCOT,MIDDLE E. BR. PENOBSCOT,Grand Lake Matagamon,102000202,Frost Pond,Penobscot,507188,5116115,46.17725336,-68.83378534,n/a,None known,Coldwater,19700097.06,9.87,7,29,99761910,40018.78,1276.86,199.3
4261,Otter Chain Pond #5,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531502,4976456,44.94083865,-68.60071572,n/a,None known,n/a,20234.28,NA,NA,NA,NA,NA,NA,30.2
4262,Morrell Pond,"T6 R8 WELS, T7 R8 WELS",2.64,NA,NA,PENOBSCOT,MIDDLE E. BR. PENOBSCOT,Grand Lake Matagamon,102000202,Trout Brook Mtn,Penobscot,515228,5117975,46.21517787,-68.80256769,n/a,None known,n/a,133546.26,0.16,NA,NA,480004,222,204.61,234.7
4263,Otter Chain Pond #6,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531754,4976185,44.93839005,-68.5975367,n/a,None known,n/a,16187.43,NA,NA,NA,NA,NA,NA,30.2
4264,Scraggly Lake,T7 R8 WELS,0.65,MESO,no dam,PENOBSCOT,SEBOEIS RIVER,Seboeis River,102000204,Trout Brook Mtn,Penobscot,518902,5120607,46.2387759,-68.75483671,n/a,None known,Coldwater,3383171.97,2.37,6.4,21.3,20239562,2039.99,2574.45,220.4
4265,Otter Chain Pond #7,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531822,4976480,44.9410456,-68.59665452,n/a,None known,n/a,12140.57,NA,NA,NA,NA,NA,NA,30.2
4266,Little Burnt Pond,Clifton,3.8000000000000003,EUTRO,no dam,UNION,LOWER UNION,Graham Lake,105000212,Chemo Pond,Penobscot,536560,4956557,44.76146692,-68.53804045,n/a,None known,Bait,44515.42,0.1,0.6,0.9,180002,116,108.78,115.2
4267,Otter Chain Pond #8,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531846,4977046,44.94613738,-68.59632073,n/a,None known,n/a,24281.14,NA,NA,NA,NA,NA,NA,31.1
4268,Fitts Pond,"Clifton, Eddington",1.48,OLIGO,no dam,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Chemo Pond,Penobscot,535194,4956787,44.76361249,-68.55528283,n/a,None known,Coldwater,453247.92,0.42,10.4,19.5,1290011,288,352.24,96.9
4269,Otter Chain Pond #9,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,530243,4978075,44.95547011,-68.61657125,n/a,None known,n/a,32374.85,NA,NA,NA,NA,NA,NA,30.2
4270,Otter Chain Pond #10,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531218,4977628,44.95139816,-68.60424548,n/a,None known,n/a,64749.7,NA,NA,NA,NA,NA,NA,31.7
4271,Otter Chain Pond #11,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,532184,4977855,44.95340567,-68.5919882,n/a,None known,n/a,24281.14,NA,NA,NA,NA,NA,NA,32.3
4272,Parks Pond,Clifton,1.94,MESO,no dam,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Hopkins Pond,Penobscot,539658,4962392,44.81383369,-68.49845029,Above average,None known,Warmwater,623215.89,0.42,5.8,8.5,2995646,391,1209.52,78.3
4273,Otter Chain Pond #12,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531951,4978492,44.95914675,-68.59489922,n/a,None known,n/a,28327.99,NA,NA,NA,NA,NA,NA,33.5
4274,Holbrook Pond,"Eddington, Holden",1.76,MESO,no dam,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Chemo Pond,Penobscot,530177,4956348,44.75988514,-68.61871239,Below average,None known,Warmwater,1404259.18,1.27,5.5,8.5,5404549,1486.99,1709.39,60
4275,Otter Chain Pond #13,Milford,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,532125,4978318,44.95757738,-68.5927066,n/a,None known,n/a,8093.71,0.06,NA,NA,NA,NA,NA,35.1
4276,Eddington Pond,"Eddington, Holden",4.7,MESO,no dam,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Chemo Pond,Penobscot,532188,4959270,44.78610096,-68.59311507,Average,None known,Warmwater,2035568.78,1.4,3,4.3,3650535,1613.99,3366.98,60.4
4278,Chemo Pond,"Bradley, Clifton, Eddington",3.23,MESO,no dam,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Chemo Pond,Penobscot,533819,4963457,44.82371484,-68.57221985,Below average,None known,Warmwater,4949305.4,1.88,4,7.3,15381919,4607.97,10075.05,38.4
4280,unnamed pond,Bucksport,NA,NA,NA,NA,NA,Penobscot River (6),102000513,Bucksport,Hancock,519699,4940613,44.61859561,-68.75170015,n/a,None known,n/a,20234.28,0.06,NA,NA,NA,NA,NA,29
4282,Fields Pond,Orrington,9.27,MESO,surface increased <50%,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Penobscot,520065,4953115,44.7311339,-68.7466034,Below average,None known,Warmwater,2096271.63,1.63,4,9.4,2372540,1193.99,774.41,32.3
4284,Brewer Lake,"Bucksport, Holden, Orrington",0.54,MESO,surface increased <50%,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Penobscot,521695,4950864,44.71082863,-68.72611245,Average,None known,Coldwater + Warmwater,3876888.45,1.45,7.9,14.6,28405342,1629.99,3107.99,34.1
4286,unnamed pond,Orrington,NA,NA,NA,NA,NA,Penobscot River (6),102000513,Hampden,Penobscot,518789,4950691,44.70934997,-68.76279888,n/a,None known,n/a,12140.57,0.05,NA,NA,NA,NA,NA,82.3
4288,Burnt Pond,"Dedham, Otis, Clifton",0.71,MESO,no dam,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,537451,4954892,44.74643259,-68.52690241,n/a,None known,Coldwater,1290947.2,0.77,6.7,8.2,6265997,526,NA,100
4290,Hatcase  Pond,"Dedham, Eddington",0.59,OLIGO,no dam,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,533670,4953781,44.73662371,-68.5747481,n/a,None known,Coldwater + Warmwater,659637.6,0.47,11.6,29,6805782,666,NA,134.1
4292,Mountainy Pond,Dedham,0.72,OLIGO,no dam,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,536895,4951570,44.71655617,-68.53416863,Above average,None known,Coldwater + Warmwater,2824705.78,1.17,6.1,10.4,17181285,1050.99,2268.83,81.4
4294,Green Lake,"Dedham, Ellsworth",0.52,OLIGO,surface increased <50%,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,540024,4943958,44.64786399,-68.49526726,Above average,None known,Coldwater + Warmwater,12674754.31,4.47,13.4,51.8,131001100,5540.97,15332.73,48.8
4296,Goose Pond,Dedham,0.99,MESO,no dam,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,533469,4945510,44.66217382,-68.57782084,n/a,None known,Warmwater,785090.15,0.77,5.2,9.8,2945194,443,852.11,92.7
4298,Mann Bog,Dedham,18.51,NA,NA,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,532993,4947061,44.67615808,-68.583724,n/a,None known,n/a,32374.85,0.1,NA,NA,180002,70,932.4,65.5
4300,Phillips Lake,Dedham,0.52,OLIGO,surface increased <50%,PENOBSCOT,LOWER PENOBSCOT,Graham Lake,105000212,Green Lake,Hancock,531428,4948946,44.69320129,-68.60335155,Above average,None known,Coldwater + Warmwater,3476249.67,2.3,12.2,29.9,32000269,1724.99,2978.49,69.5
4302,Hurd Pond,Dedham,7.18,MESO,no dam,PENOBSCOT,LOWER PENOBSCOT,Graham Lake,105000212,Green Lake,Hancock,530203,4949205,44.69558256,-68.61880357,n/a,None known,Warmwater,145686.83,0.19,3,6.4,402862,376,536.13,83.2
4304,Mitchell Pond,Dedham,6.33,MESO,no dam,PENOBSCOT,LOWER PENOBSCOT,Graham Lake,105000212,Brewer Lake,Hancock,529488,4945535,44.66257556,-68.62804166,n/a,None known,Bait,56655.99,0.11,NA,7,90916,98,75.11,179.8
4306,Harriman Pond,Dedham,0.18,OLIGO,no dam,UNION,LOWER UNION,Union River Bay,105000213,Brewer Lake,Hancock,529401,4943876,44.64764231,-68.62923426,n/a,None known,Coldwater,165921.11,0.18,14,22.9,2304658,58,64.75,167.6
4308,Moulton Pond,"Bucksport, Dedham",0.66,OLIGO,surface increased <50%,PENOBSCOT,LOWER PENOBSCOT,Graham Lake,105000212,Brewer Lake,Hancock,528492,4946481,44.67112848,-68.6405493,n/a,None known,Warmwater,198295.96,0.21,7,10.7,1171214,124,142.45,144.5
4310,unnamed pond,Orland,NA,NA,NA,NA,NA,Penobscot River (6),102000513,Brewer Lake,Hancock,526548,4941831,44.62934396,-68.66531438,n/a,None known,n/a,44515.42,0.08,NA,NA,NA,NA,NA,51.8
4311,Saulter Pond,Dedham,5.8500000000000005,NA,NA,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,528297,4947889,44.68380847,-68.64293156,n/a,None known,n/a,36421.71,0.08,NA,NA,90001,94,111.37,77.7
4312,Hanson Pond,Dedham,16.29,NA,NA,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,528082,4948319,44.68769595,-68.64562203,n/a,None known,n/a,20234.28,0.1,NA,NA,60001,81,NA,74.7
4314,Mud Pond,Bucksport,11.120000000000001,NA,NA,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,522165,4947318,44.67889273,-68.7203281,n/a,None known,n/a,141639.97,0.23,NA,NA,510004,410,1175.85,51.5
4316,Long Pond,Bucksport,17.56,MESO,no dam,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,525165,4945006,44.65797535,-68.68259378,Average,None known,Warmwater,647497.03,0.56,5.5,8.8,2714292,4914.97,5827.47,19.2
4318,Hancock Pond,Bucksport,1.78,EUTRO,no dam,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,523477,4941379,44.62538121,-68.70405155,Below average,None known,Coldwater + Warmwater,250905.1,0.24,5.2,7.6,1070380,326,372.96,30.5
4321,Thurston Pond,Bucksport,2.02,MESO,surface increased <50%,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,521731,4945717,44.66448452,-68.72588068,Average,None known,Warmwater,522044.48,0.45,3.4,7.6,1763554,504,637.14,68.9
4322,Jacob Buck Pond,Bucksport,0.74,MESO,no dam,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,520250,4943657,44.64598994,-68.74464042,Above average,None known,Coldwater + Warmwater,736527.87,0.45,6.7,15.8,4251265,594,663.04,62.5
4324,Little Duck Pond,Ellsworth,1.86,NA,NA,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,537630,4944009,44.64845287,-68.5254431,n/a,None known,n/a,238764.53,0.23,NA,NA,720006,206,209.79,51.8
4325,Blanchard Pond,Cumberland,NA,NA,NA,PRESUMPSCOT,PRESUMPSCOT,Presumpscot River,106000103,Cumberland Center,Cumberland,398161,4850652,43.80192567,-70.26600953,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,80.29,45.7
4326,Little Rocky Pond,"Dedham, Ellsworth",2.7600000000000002,MESO,no dam,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,536319,4943996,44.64840611,-68.54197935,n/a,None known,Warmwater,250905.1,0.24,NA,6.7,750006,340,409.22,68.9
4328,Branch Lake,Ellsworth,0.41000000000000003,MESO,surface increased <50%,UNION,LOWER UNION,Union River Bay,105000213,Branch Lake,Hancock,534966,4938042,44.59487811,-68.55944816,Above average,None known,Coldwater + Warmwater,11905851.59,4.26,11.9,37.8,108000907,6058.97,7795.86,72.5
4330,Rocky Pond,Orland,1.82,EUTRO,no dam,UNION,LOWER UNION,Union River Bay,105000213,Branch Lake,Hancock,531923,4937278,44.58813332,-68.5978356,n/a,None known,Warmwater,615122.18,0.4,3.4,4.3,1643148,460,530.95,95.1
4332,Craig Pond,Orland,0.21,OLIGO,surface increased <50%,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Orland,Hancock,526404,4936703,44.58318049,-68.6673929,Above average,None known,Coldwater,926730.12,0.55,11,21,9096000,241,315.98,65.5
4334,Hothole Pond,Orland,21.55,NA,NA,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Orland,Hancock,526226,4940378,44.61627244,-68.66944305,n/a,None known,Coldwater + Warmwater,218530.25,0.19,3.7,7,630005,2408.99,2362.07,8.8
4336,Alamoosook Lake,Orland,7.0600000000000005,MESO,surface increased <50%,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Orland,Hancock,523800,4936321,44.57983964,-68.70021337,Average,None known,Coldwater + Warmwater,4034715.85,1.48,4.9,8.5,18869712,5285.97,NA,6.4
4338,Heart Pond,Orland,0.58,OLIGO,no dam,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Orland,Hancock,526823,4935028,44.56808952,-68.66220287,n/a,None known,Coldwater,295420.52,0.26,9.8,21,2334338,221,240.87,53.3
4340,Toddy Pond,"Blue Hill, Orland, Penobscot, Surry",0.6,MESO,surface increased <50%,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Branch Lake,Hancock,530121,4930676,44.52877864,-68.62092742,Above average,None known,Coldwater + Warmwater,9744830.27,5.04,8.2,37.2,61660518,4453.98,6526.77,50.3
4342,Upper Patten Pond,"Ellsworth, Orland, Surry",2.03,MESO,no dam,COASTAL,COASTAL,Union River Bay,105000213,Branch Lake,Hancock,532256,4933742,44.55628984,-68.59386434,n/a,None known,Warmwater,1367837.47,0.87,4,9.8,5264202,1577.99,1766.37,50
4344,Lower Patten Pond,"Ellsworth, Surry",1.02,MESO,surface increased <50%,COASTAL,COASTAL,Union River Bay,105000213,Branch Lake,Hancock,536264,4932277,44.54291477,-68.54349697,Average,None known,Coldwater + Warmwater,3435781.1,2.08,7.3,26.5,24345634,2004.99,4169.88,41.1
4346,Webb Pond,"Eastbrook, Waltham",4.76,MESO,no dam,UNION,EAST BRANCH UNION,Graham Lake,105000212,Eastbrook,Hancock,556707,4946514,44.6697527,-68.28460341,n/a,None known,Warmwater,3844513.6,1.29,3,7.9,10255766,3265.98,8676.46,40.5
4348,Little Webb Pond,Waltham,NA,EUTRO,no dam,UNION,LOWER UNION,Graham Lake,105000212,Eastbrook,Hancock,553994,4948621,44.68892851,-68.31860412,n/a,None known,Warmwater,327795.37,0.23,NA,4,NA,NA,9272.16,40.5
4350,Graham Lake,"Ellsworth, Mariaville, Waltham, T8 SD",4.06,EUTRO,surface increased >50%,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,548110,4944238,44.6498916,-68.39326604,Below average,None known,Warmwater,37971653.81,14.45,5.2,14.3,130259676,12577.93,129240.41,32.3
4352,Beech Hill Pond,Otis,0.23,OLIGO,surface increased <50%,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,542778,4948653,44.68997257,-68.46014325,Above average,None known,Coldwater + Warmwater,5754629.83,1.95,13.4,31.7,64100538,2012.99,204.61,60.7
4354,Little Burnt Pond,Otis,1.68,OLIGO,no dam,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,540850,4948023,44.68441726,-68.48451967,n/a,None known,Warmwater,287326.81,0.31,3.4,7.6,752739,194,NA,70.1
4356,Muddy Pond,Otis,8.76,NA,NA,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,540995,4946350,44.66934947,-68.48282246,n/a,None known,n/a,24281.14,0.1,NA,NA,90001,132,170.94,85.3
4358,Rocky Pond,Otis,8.98,MESO,no dam,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,540090,4947506,44.67979904,-68.49415103,n/a,None known,Warmwater,388498.22,0.31,6.4,11.6,1970620,585,3211.59,62.8
4360,Youngs Pond,Otis,4.13,MESO,no dam,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,543762,4951620,44.71662525,-68.44747458,n/a,None known,Coldwater,60702.85,0.1,4,8.2,139637,95,25.9,79.2
4362,Rile Pond,Otis,NA,NA,NA,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,544547,4952074,44.7206591,-68.43752439,n/a,None known,n/a,12140.57,0.05,NA,NA,NA,NA,NA,62.5
4364,Morrison Pond,Otis,3.0300000000000002,NA,NA,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,542214,4953611,44.73463384,-68.46684718,n/a,None known,Warmwater,28327.99,0.06,NA,NA,93001,45,7.77,76.2
4368,Buggy Pond,Otis,NA,NA,NA,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,540119,4955200,44.74906325,-68.49318281,n/a,None known,n/a,16187.43,0.05,2.4,4,NA,NA,NA,118.9
4370,Floods Pond,Otis,0.38,MESO,surface increased <50%,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,539980,4954370,44.74159988,-68.49500297,Above average,None known,Coldwater,2569753.83,1.42,12.5,44.8,32000269,1118.99,2170.41,90.8
4372,Wormwood Pond,Ellsworth,20.32,NA,NA,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,543719,4944827,44.65547001,-68.44859025,n/a,None known,n/a,52609.13,0.11,NA,NA,157801,552,554.26,68.3
4374,Simmons Pond,Hancock,2.3,MESO,no dam,COASTAL,COASTAL,Lamoine Coastal,105000214,Ellsworth,Hancock,548617,4934039,44.5580455,-68.38784487,n/a,None known,Coldwater,52609.13,0.1,3.4,8.2,80568,26,25.9,56.4
4376,Bog Pond,Ellsworth,NA,NA,NA,UNION,LOWER UNION,Union River Bay,105000213,Ellsworth,Hancock,540679,4937809,44.59248,-68.48748641,n/a,None known,n/a,24281.14,0.08,NA,NA,NA,NA,33.67,91.4
4378,Great Pond,Franklin,5.44,MESO,no dam,COASTAL,COASTAL,Lamoine Coastal,105000214,Hancock,Hancock,556953,4938982,44.60193088,-68.28233513,Below average,None known,Warmwater,946964.4,0.51,3.7,7.3,3170381,2730.98,2667.69,15.8
4379,Mill Pond,Franklin,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Hancock,Hancock,558722,4938269,44.59536615,-68.26012633,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,13.7
4380,Bogus Meadow,T7 SD,6.98,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Tunk Lake,Hancock,577290,4931470,44.53241872,-68.02723696,n/a,None known,Coldwater,97124.55,0.42,NA,NA,300003,317,279.72,33.5
4382,Little Round Pond,T7 SD,1.46,NA,NA,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,573577,4933749,44.55331622,-68.07363135,n/a,None known,n/a,44515.42,0.08,NA,NA,150001,29,46.62,94.2
4384,Barbless Pond,T7 SD,6.76,NA,NA,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,573620,4934687,44.56175753,-68.0729565,n/a,None known,n/a,48562.28,0.11,NA,NA,120001,88,119.14,69.8
4386,Little Tunk Pond,Sullivan,1.6500000000000001,MESO,surface increased <50%,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,571044,4935106,44.56578522,-68.10533023,n/a,None known,Coldwater,578700.47,0.31,5.5,7.3,1983887,460,520.59,71
4388,Flanders Pond,Sullivan,1.58,MESO,no dam,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,568744,4932889,44.54605698,-68.13458623,n/a,None known,Coldwater + Warmwater,2165068.19,1.17,4.3,9.8,8033033,1787.99,1629.1,37.2
4389,Quarry Pond,Franklin,NA,NA,NA,NA,NA,Lamoine Coastal,105000214,Sullivan,Hancock,560702,4933901,44.55588235,-68.23570376,n/a,None known,n/a,12140.57,0.05,NA,NA,NA,NA,NA,57.9
4390,Long Pond,Sullivan,0.52,OLIGO,surface increased <50%,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,565939,4931506,44.53386952,-68.170073059999993,n/a,None known,Coldwater,238764.53,0.48,6.4,17.4,1163608,75,98.42,74.1
4392,Basin Pond,Sullivan,7.23,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,565391,4931461,44.53350962,-68.17697929,n/a,None known,n/a,28327.99,0.06,NA,NA,72001,79,54.39,51.8
4394,Morancy Pond,"Sullivan, T7 SD",12.540000000000001,MESO,no dam,COASTAL,COASTAL,Lamoine Coastal,105000214,Tunk Lake,Hancock,570592,4929033,44.5111612,-68.11185308,n/a,None known,Warmwater,258998.81,0.43,2.7,4.3,556632,697,670.81,27.1
4396,West Bay Pond,"Gouldsboro, T7 SD",8.96,EUTRO,surface increased <50%,COASTAL,COASTAL,Lamoine Coastal,105000214,Tunk Lake,Hancock,574346,4929665,44.51647368,-68.06454211,n/a,None known,Coldwater + Warmwater,914589.55,1.21,1.5,3,1251521,1392.99,1929.54,27.7
4398,Little Muckleberry Pd,T7 SD,15.07,NA,NA,COASTAL,TUNK,Lamoine Coastal,105000214,Tunk Lake,Hancock,573711,4931914,44.53678335,-68.07221031,n/a,None known,No fishery,24281.14,0.08,NA,NA,90001,208,69.93,76.5
4400,Schoodic Bog,Sullivan,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,566956,4934520,44.56090444,-68.15688279,n/a,None known,n/a,56655.99,0.13,NA,NA,NA,NA,NA,57.9
4402,Little Pond,Franklin,1.76,NA,no dam,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,565892,4936217,44.57628261,-68.17005915,n/a,None known,Coldwater,141639.97,0.23,NA,NA,420004,107,108.78,72.5
4404,Duck Pond,Franklin,3.86,MESO,no dam,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,564866,4939750,44.608174,-68.18253724,n/a,None known,Warmwater,186155.4,0.23,3.4,6.4,555672,325,367.78,53.3
4406,George's Pond,Franklin,0.45,MESO,no dam,UNION,EAST BRANCH UNION,Graham Lake,105000212,Sullivan,Hancock,560267,4940331,44.61380305,-68.24042794,Below average,None known,Coldwater + Warmwater,1448774.6,0.71,4.9,13.7,6129279,307,445.48,50.3
